,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.1,0.08,0.08,0.16,0.24,0.24,0.36,0.44,0.52,0.72,0.76,0.3268598111004988,0.4339186261855101,0.3727050833068025,0.42504267002012497,-1.7802549976048412,-0.0006780650737966726,0.007687819020255732,0.02245609562232589,0.029116560598563712,0.043008686267688036,0.09935580535676443,0.11582863770710904,0.16312948327015442,0.16990623940474958,0.19968520665601577,0.40611191625590337,0.4288638816075235,0.4514251225218363,0.504160108154824,0.5148603199301844,0.6766450282705028,0.7310934767804756,0.7436631691054718,0.7887870158959372,0.7906151844398615
1,0.5,0.24,0.28,0.32,0.32,0.4,0.52,0.6,0.84,0.88,0.96,0.3594927305529025,0.4713821102466209,0.4021543033004351,0.46107108092614757,-2.306037526761803,-0.1716159070465829,-0.01809262998714787,-0.011554260893529036,0.028645196157261105,0.040088899496598586,0.042093378998638985,0.05083903192930805,0.10896117065449712,0.17058953933585802,0.20267701785901093,0.2186863146836795,0.37116812223574963,0.4339900163864603,0.497546585505696,0.5115026674414567,0.5486720970298554,0.594602655343184,0.6478674575098621,0.6936643642706544,0.7605411945414844
2,1.0,0.12,0.2,0.28,0.28,0.36,0.48,0.48,0.56,0.72,0.84,0.27485938660723763,0.4207582705651383,0.3271781810463759,0.4057990393017761,-1.9328451763623697,-0.017314162980329874,0.015677562488383687,0.019259158679935575,0.032317497167988374,0.03311460670793714,0.05692285737791105,0.08452582662803085,0.13002662706620538,0.18317507178941542,0.18942574476020702,0.3611361589771603,0.39030953979353183,0.401862505497465,0.4701585128061806,0.5212773013506776,0.6092018949800109,0.6417267189129638,0.6711376314395178,0.7656605391800191,0.7829669585132727
3,2.0,0.28,0.28,0.28,0.32,0.4,0.6,0.72,0.8,0.92,0.96,0.4054441260744986,0.5252296140422199,0.44481587604796774,0.49832264602804316,-2.977529063675579,-0.11115056301929259,-0.03825921058511855,-0.012607993373283688,-0.010461537858317663,0.02650260282489911,0.030347966713071595,0.10443348214881605,0.12401971096216557,0.20194183108270083,0.21393561456978044,0.2666735113965698,0.4076499908884402,0.44910319629521744,0.4565192018722713,0.46740378587459946,0.5110846283826312,0.540234460868483,0.6835143660449252,0.8062446149979555,0.8217116735346535
4,0.1,0.04,0.08,0.32,0.44,0.48,0.56,0.6,0.6,0.64,1.0,0.36692136262336833,0.4765501491714794,0.398970603841664,0.4578124794753932,-2.3241217562162193,0.007687819020255732,0.031372713131173256,0.04304650150871884,0.05523802806201012,0.08660537172332906,0.09077929679008848,0.12739746285942655,0.17235601228714928,0.1752548056551403,0.18273885961587888,0.40611191625590326,0.5224178117319039,0.5411019410927472,0.5810502371449193,0.5980037991291813,0.615122958486144,0.6515720303215983,0.7232927617288267,0.7560701839396017,0.7683372185328596
5,0.5,0.04,0.08,0.12,0.16,0.16,0.16,0.16,0.56,0.68,0.72,0.28791255438819907,0.412038918924528,0.34903958399660406,0.41657977171425226,-1.9367037100977282,0.008404784498155425,0.012021500418552225,0.028239156672775902,0.05162948176547392,0.13686397884799056,0.14748181366680432,0.14914914275394028,0.16653925515931775,0.17412699816374913,0.1746029632402139,0.34671291560507866,0.4323142336403832,0.5205830999803507,0.5693545451116974,0.705839116139257,0.7182886950334558,0.7291303468696246,0.7466546036118397,0.7599747929345327,0.7809657085452573
6,1.0,0.16,0.16,0.44,0.48,0.52,0.56,0.56,0.68,0.84,1.0,0.3232516183805582,0.43309572982672395,0.3850153878807174,0.4429670776526958,-2.6464165767271344,-0.061418021111336915,0.016801766748332395,0.017052821605144514,0.021484699244628924,0.06272249611668773,0.06425098993960315,0.07425036378162715,0.16384449351879934,0.1880396508130687,0.19508684550738817,0.23767207210232363,0.4217008847025541,0.43300864891992025,0.4551240697786497,0.47872286142574233,0.494970785598772,0.5533799027400723,0.7452441090914286,0.7755265661171056,0.8453396480350204
7,2.0,0.28,0.32,0.36,0.44,0.56,0.56,0.6,0.68,0.96,1.0,0.3604478403905338,0.4496757015558873,0.41191764830733313,0.450537939355617,-2.6142971984332704,-0.15837770464489645,0.016911263051866313,0.02290700488363674,0.025974585854163148,0.039234431730570944,0.0469333508154667,0.05216369403217604,0.13861847810599467,0.15307934880676796,0.16957640605141028,0.17894586075500987,0.4459972359071539,0.4584271772034298,0.5201234797999166,0.5356689017601809,0.5724937526607141,0.6209600731530285,0.6785356593357776,0.7200405460810343,0.8395436733641887
8,0.1,0.12,0.16,0.32,0.36,0.36,0.4,0.44,0.52,0.6,0.6,0.3628886766422583,0.47712489415350257,0.4056563727050833,0.46852051419479324,-1.610800480050397,-0.01155426089352904,0.004583769689524304,0.007711357665676638,0.016801766748332392,0.017925671239407547,0.04059106494720516,0.04185201864310966,0.14631836236891238,0.16312948327015442,0.18905617060775295,0.3648514954975913,0.4105525666004777,0.42095679521659857,0.4339900163864603,0.46144494646171796,0.494970785598772,0.5390476006280176,0.7182217476923699,0.7310934767804754,0.7781827856677148
9,0.5,0.2,0.2,0.24,0.24,0.32,0.56,0.56,0.56,0.64,0.92,0.34628037779900245,0.4563336726474663,0.3814071951607768,0.4535986040826644,-1.9076838848896949,0.015839891185908415,0.028137343075744642,0.036631731667623096,0.040317553428382065,0.042994909581421055,0.10612537204513861,0.11822442766644548,0.17186771022786893,0.17634226461411467,0.1774142525766572,0.36598691574102726,0.5156607510363881,0.533728377008653,0.5496508361044874,0.5604621246519577,0.643820447524315,0.7111147151197932,0.7323895615263337,0.766544854834449,0.8324993699642695
10,1.0,0.12,0.2,0.28,0.48,0.52,0.6,0.68,0.76,1.0,1.0,0.34299055502493897,0.457567304248465,0.3909052318794439,0.44375008414176864,-3.034437139103305,-0.10595657733416826,-0.06314827122573588,-0.002089027175384896,0.03700428810845384,0.040317553428382065,0.05173679283165418,0.184237414875784,0.19147912352374283,0.19347777284303377,0.2132625782495154,0.3308467288096968,0.34945173064804624,0.383756556760578,0.42652056064499194,0.533728377008653,0.5990746433611386,0.617714691225256,0.7600249447745263,0.7654191186488604,0.7745221559267513
11,2.0,0.16,0.16,0.24,0.4,0.64,0.72,0.76,0.92,1.0,1.0,0.3113658070678128,0.44954986350699877,0.36761116417276873,0.4392057785946406,-2.7541308267409876,-0.00041040404995356224,0.016801766748332395,0.033182936266078024,0.0454356091377521,0.055184094480048816,0.16446193885305765,0.17521893445008038,0.1817357082870915,0.1888697360254985,0.22081256349498674,0.3682607002735709,0.42028441204203126,0.4949707855987719,0.5309999382359873,0.6241754105123887,0.647121962746231,0.7536598262137723,0.7817877155710689,0.8328624510758285,0.8593207064698338
12,0.1,0.04,0.08,0.24,0.28,0.32,0.44,0.56,0.64,0.96,1.0,0.3750928579008808,0.4820900694254798,0.41165234001910217,0.4716404972491611,-2.530743092017454,-0.017978842914185035,0.017768443120877744,0.025768152815105253,0.05694504079204736,0.1464832658212411,0.16666572185951323,0.170390765616943,0.17671481165290517,0.18319829709696492,0.18728872418142803,0.417034101369817,0.4202728051353112,0.527125999987663,0.588766577726817,0.6294928645057508,0.7093495919058866,0.7201463897534086,0.7384132031331522,0.7433388069588032,0.7808000406838043
13,0.5,0.2,0.24,0.32,0.4,0.44,0.52,0.52,0.56,0.72,0.84,0.37111323357741693,0.47606203948095965,0.4169054441260745,0.4681546921079022,-2.54194912086958,-0.20028464648331026,-0.009262264295893476,0.0015964601507586656,0.016801766748332395,0.023089074035676525,0.040317553428382065,0.053879921182663555,0.10078983540590192,0.11637537288605973,0.1883606737282966,0.4057763494505746,0.43203725534445425,0.45943362172445046,0.4763965919042744,0.49497078559877206,0.5131820909746108,0.5305314398527342,0.533728377008653,0.6779163040580019,0.7116492151024213
14,1.0,0.12,0.24,0.28,0.36,0.4,0.52,0.56,0.56,0.64,0.76,0.3702111853974318,0.45790076682913544,0.4178605539637058,0.45777230332374774,-2.1400006616949256,-3.278123092793745e-05,0.006656663013706757,0.016801766748332392,0.028239156672775902,0.061525317920583494,0.06952845656746787,0.07820131429045411,0.09414889912319423,0.1625448642784632,0.19227615901563752,0.4018782384731252,0.42797699389265886,0.494970785598772,0.5205830999803508,0.5565492658412963,0.6122563681419366,0.6169614829603313,0.7088775539002616,0.7101311415151942,0.7475655191337103
15,2.0,0.08,0.08,0.2,0.2,0.32,0.36,0.6,0.64,0.8,0.96,0.36331316990342777,0.4721363552844187,0.41096253846970177,0.4680578581816108,-2.0929937458100314,-0.05468289823262749,-0.017684631723692532,-0.011885599425885763,-0.0066884562060254985,0.02347693590345386,0.03923443173057095,0.1506203368146002,0.17058953933585802,0.1796116727389346,0.19903163724496545,0.2394120483135238,0.36081018877655174,0.43050696391473525,0.43316145209579837,0.4467786424153582,0.5356689017601808,0.7416113862822389,0.748334508048721,0.7605411945414844,0.8059837708908347
16,0.1,0.08,0.08,0.12,0.12,0.16,0.24,0.28,0.48,0.6,0.88,0.35041918709540487,0.4561267615612285,0.38506844953836356,0.45020316614519124,-1.5485505066828567,-0.012664261118544337,-0.009048837139681945,0.01239142240867685,0.031572172274404446,0.04185201864310967,0.07811283164323764,0.1457393491475626,0.15355664153820764,0.16876472511666482,0.1740330979716749,0.4258725046126065,0.4478971193633421,0.47813105566971253,0.5390476006280176,0.5516857402515943,0.6548174920485346,0.7041381570605817,0.7255433924970758,0.7435031659407617,0.8414919607511943
17,0.5,0.08,0.08,0.16,0.2,0.24,0.28,0.36,0.72,0.76,0.88,0.3928154515547066,0.49212861671552843,0.43945664862570305,0.4844026499707505,-2.0533967333257386,-0.09722877042033508,-0.00836409878231022,-0.007362821258459409,0.01239142240867685,0.05919156418241257,0.060557958965982886,0.10400995320570917,0.16312948327015442,0.1675648948887852,0.18676385389720226,0.18724254088742326,0.4089718797886329,0.42520292581186664,0.43634088105349944,0.447897119363342,0.5332094905819217,0.6722831819446851,0.7310934767804756,0.7440391544409066,0.7610696977825316
18,1.0,0.08,0.16,0.2,0.24,0.24,0.36,0.52,0.64,0.84,0.92,0.3239414199299586,0.4492788053102452,0.3588029290035021,0.43728073420748115,-2.3838618646402816,-0.011554260893529041,0.022362134730077303,0.03137271313117326,0.07630901012259873,0.11824223321943532,0.14714364498422214,0.1516809444103866,0.17197457191084034,0.1858728461723848,0.209053995913509,0.38415637380840073,0.4339900163864602,0.5224178117319038,0.5914687756857953,0.6315322756774007,0.6347122712012959,0.6837498950765554,0.7299982211992297,0.7379366327201173,0.739840395713989
19,2.0,0.2,0.28,0.28,0.52,0.6,0.88,0.96,0.96,1.0,1.0,0.3450599596731402,0.44461436788405023,0.39530934946407725,0.4468535004752088,-2.978156372933528,-0.10778804858851491,-0.01516673790715867,0.020131519684029583,0.03808402184376708,0.040317553428382065,0.16656963068644529,0.17058953933585802,0.17607246702126594,0.18104364282218005,0.1842354539818477,0.17447193136222236,0.4121142540740654,0.4537314440269756,0.5325971698372516,0.533728377008653,0.6151779620230678,0.724116479269266,0.7605411945414845,0.8369616722931961,0.8436806443862597
20,0.1,0.32,0.36,0.36,0.48,0.48,0.52,0.56,0.64,0.76,0.88,0.4200891435848456,0.4974300620907292,0.44868937705613926,0.4824939780651804,-2.5827895310115947,0.00943783779776552,0.009949409089807286,0.015308628450412922,0.016801766748332395,0.042278652317182086,0.05909790929216668,0.06812012625557619,0.1872920365998354,0.18842347104340337,0.18973217042994944,0.3802810821725279,0.4151188061440482,0.4315219493222465,0.49497078559877206,0.5440114848776305,0.5844314629609527,0.6071351968628862,0.62861661953345,0.7225261709582084,0.779461837196678
21,0.5,0.04,0.32,0.44,0.48,0.52,0.6,0.72,0.72,0.72,1.0,0.3940358696805688,0.48965857815735814,0.4284728854929428,0.48010934521426757,-2.2323038521898755,0.03490647098835721,0.04042187144115407,0.04304650150871884,0.05083903192930805,0.058617073907424926,0.05986308758715,0.06913248249481356,0.1500526270506717,0.16342102699740982,0.19621099866027833,0.4347684192806221,0.5115026674414567,0.5172433534456223,0.5182040887849607,0.5411019410927473,0.5570835400200067,0.5786514950073749,0.6141785882335907,0.7087935563880878,0.7308610999603832
22,1.0,0.08,0.12,0.12,0.28,0.48,0.6,0.8,0.84,0.88,0.88,0.4336729279422689,0.5106420081928946,0.4659874774487955,0.49910527483119277,-2.563711917459065,-0.10903002295074853,0.012391422408676852,0.04304650150871884,0.0628819693104335,0.06772570621336695,0.14787550986141268,0.16678456917652465,0.17330676832412867,0.193415922638533,0.20484762665967235,0.25283532671419406,0.4345797334943434,0.447897119363342,0.5411019410927472,0.6060709063326035,0.6211758845158276,0.7230872495206357,0.7286177496428713,0.7709495259629994,0.7932631274354452
23,2.0,0.32,0.4,0.44,0.44,0.6,0.68,0.76,0.8,1.0,1.0,0.36379072482224345,0.44451905585891327,0.4242810145388942,0.4597626551627682,-1.9389274330586475,-0.014946823761321686,0.014603060251773143,0.016911263051866316,0.021429919610188933,0.05094964789881034,0.057965449245869785,0.09180942297173657,0.11190510210791198,0.1327722858345902,0.1400121127531281,0.35871461532053306,0.45842717720342974,0.4720877224049104,0.49567942920348906,0.5618304402087333,0.5782987386834326,0.6249480207534485,0.6330941486596642,0.774315294168601,0.8042374530303829
24,0.1,0.08,0.12,0.12,0.12,0.16,0.32,0.48,0.56,0.8,0.96,0.3096147723654887,0.4330368267251465,0.3566274010400085,0.42108944698449313,-2.3833669117132885,-0.01353513415768238,-0.007077984278846519,0.036734017969911686,0.05280042772093869,0.08660537172332904,0.09541255826584732,0.1549522916265107,0.1663027049095276,0.1765785100886847,0.19172914488784504,0.40742814493410806,0.4110175875800782,0.41432334745400123,0.4353753699366812,0.5980037991291814,0.608713271809685,0.7244490671324691,0.7291914852054235,0.7330068616423245,0.7493286032631598
25,0.5,0.04,0.04,0.08,0.16,0.28,0.44,0.48,0.64,0.68,1.0,0.4180728005942906,0.5173981474366658,0.4608404966571156,0.50342892463587,-2.915423458338337,-0.007372908773799471,0.009639539631485906,0.016911263051866316,0.040317553428382065,0.16710789518273564,0.17150332465781057,0.1794622352842366,0.18903662325985676,0.18959265181169468,0.19525259892012733,0.3791541966555328,0.45842717720342974,0.4630168744328679,0.533728377008653,0.6166954557018374,0.7122211234400533,0.7396205561562578,0.7561756731984356,0.7643077885974325,0.7660494715299553
26,1.0,0.16,0.2,0.24,0.32,0.36,0.36,0.48,0.68,0.72,0.8,0.3526477767165446,0.45896133570698394,0.39833386394990977,0.4549713568314729,-1.9788403101655034,-0.024407949715585523,-0.0073628212584594096,-0.002111706425906308,0.0015964601507586665,0.01239142240867685,0.016801766748332392,0.04036983886243295,0.12825150702896423,0.13162386689549044,0.16876472511666482,0.25059493071593597,0.3043282348865341,0.40525927063626216,0.4057763494505746,0.43634088105349955,0.4478971193633421,0.494970785598772,0.6730435643557444,0.6927310594450995,0.7435031659407617
27,2.0,0.08,0.12,0.2,0.24,0.48,0.6,0.6,0.64,0.76,0.8,0.34697017934840285,0.47364363655098907,0.3881460256818423,0.45772502368235507,-1.8885096596418456,0.0006019893152721451,0.009883269868932397,0.013945710191435158,0.021047763766534836,0.040630088036421506,0.042994909581421055,0.07856416035944151,0.1699382665445389,0.18721646666655054,0.20062357747629045,0.4064970933381171,0.4311379397865954,0.45971459603032166,0.4926864937312305,0.49290133383396284,0.5496508361044874,0.5919685018793737,0.7677946790121809,0.7710298021205938,0.7846455024280017
28,0.1,0.0,0.08,0.12,0.12,0.48,0.48,0.56,0.6,0.68,0.88,0.39955428207577204,0.5098799195601874,0.4292688103576356,0.49204959662278,-1.8446881861357252,0.012393621381880845,0.012431425626681846,0.016801766748332395,0.0696069283186666,0.07092277174442038,0.10001619022054069,0.16086820791523365,0.16318417168837487,0.170390765616943,0.19590242844834,0.42404653160788425,0.4458673204881734,0.494970785598772,0.6127815315207593,0.6215772737322972,0.6539486893993713,0.7276110315700184,0.7433388069588032,0.7462299506096928,0.7841446926127105
29,0.5,0.12,0.16,0.16,0.4,0.56,0.56,0.64,0.84,0.88,0.96,0.3429374933672928,0.4483912679515501,0.38506844953836356,0.4484573836469044,-2.2437526752549006,-0.0075055084105798316,0.018873025233553345,0.02521673595553481,0.04304650150871884,0.09449923826388199,0.16237959458493204,0.17291646065007052,0.17470435477545018,0.1764785487057046,0.20804406545019719,0.4091902378784389,0.4262972323982742,0.4725245561734389,0.5411019410927472,0.6197967464186134,0.6425211542806961,0.7313044154435151,0.7612375434744214,0.7673913656795625,0.8270811485423852
30,1.0,0.36,0.4,0.4,0.48,0.52,0.52,0.52,0.6,0.76,0.88,0.37986840708903746,0.4809878858396618,0.4249708160882946,0.4751647137726119,-2.0529912157226065,-0.0441531641834536,-0.01577131740394649,0.003961163576299669,0.0064427679662357315,0.01514191706535712,0.028940920343091345,0.04185201864310966,0.08483170375341166,0.1329670858662884,0.1511655437940313,0.3479339077307272,0.371943886523334,0.3950720118964929,0.41085849985745837,0.4886409315740625,0.4995429316389538,0.5390476006280176,0.6280438212072167,0.6783198439262463,0.7336561920243978
31,2.0,0.24,0.32,0.36,0.48,0.56,0.6,0.68,0.68,0.8,1.0,0.3089249708160883,0.43001911301612217,0.37052955534330895,0.43260243437252144,-2.7782037775433133,-0.07633822025467192,-0.060596009760195114,0.0062467316581384024,0.00921076749976243,0.04602722629490284,0.04671071226948091,0.09806324544536431,0.18293654448034477,0.1905509360570975,0.19888771669968408,0.27520970951328627,0.2913480594421601,0.4065335597999006,0.4544039055025849,0.5323349294493808,0.5618664946599332,0.7546642249091743,0.7773985740292171,0.786467144447075,0.8567632743482946
32,0.1,0.08,0.08,0.24,0.24,0.4,0.52,0.56,0.56,0.68,0.96,0.4082033322721002,0.48976356322173004,0.44545261593972196,0.4829352914727314,-2.299737557321561,-0.0019190100681569298,-0.0006900974900144054,0.017925671239407547,0.0284625473834161,0.04304650150871884,0.08696928103015118,0.1448647215240629,0.1663801955808285,0.17058953933585802,0.17415814113181421,0.41498298000717837,0.44844398385608936,0.46144494646171796,0.47349052639213307,0.5411019410927471,0.6326529652757319,0.6553697041035702,0.7211938028586896,0.7434581083030439,0.7605411945414844
33,0.5,0.08,0.2,0.28,0.32,0.36,0.48,0.48,0.6,0.68,1.0,0.35843149739997876,0.45278549539019414,0.40417064629099014,0.450242193435829,-1.6841790845394187,-0.018091935507314666,0.008932112786667059,0.013153992391647612,0.022477806971804497,0.04031755342838206,0.05396523268139302,0.05909790929216668,0.13697460789306745,0.15115394128888904,0.1682285989080075,0.4074634196120531,0.43026231293383227,0.46509171239189595,0.48792800122533275,0.533728377008653,0.5659311345843707,0.5844314629609528,0.7300604635293766,0.7387748343365286,0.7946260967647846
34,1.0,0.08,0.08,0.16,0.32,0.52,0.6,0.68,0.72,0.96,1.0,0.36241112172344264,0.4576071226876754,0.4021543033004351,0.44652900466007794,-3.019994746128155,-0.14633031076442868,0.024106913820798055,0.030933855487739373,0.031372713131173256,0.05034298795579097,0.13292273782358102,0.1499766836529338,0.16197184372651285,0.16819777730394775,0.19738899005059907,0.18949949748681041,0.5116573720111253,0.5213173856043526,0.5224178117319038,0.5290408812513138,0.5919477457339516,0.6948801007759025,0.7268814727543299,0.729666442749011,0.7616280624389926
35,2.0,0.12,0.16,0.4,0.52,0.56,0.88,0.88,0.96,0.96,1.0,0.31014538894195054,0.4272796690127037,0.3641621564257667,0.4305450083454844,-2.613359115235206,-0.0961121688194737,0.01239142240867685,0.015239483707455245,0.01571271889093222,0.05909790929216667,0.07084055385436598,0.07692880820060327,0.171115724294823,0.17605566112530358,0.18104364282218005,0.26793772051210707,0.3582326737383617,0.447897119363342,0.44920003731675184,0.5370284080416089,0.5844314629609526,0.615177962023068,0.6484636005837978,0.7528800665535434,0.7744341851563135
36,0.1,0.04,0.08,0.12,0.16,0.2,0.28,0.56,0.56,0.64,0.64,0.3398599172238141,0.4754170395518129,0.37854186564788284,0.45210640304620836,-2.0528792371094857,-0.01155426089352904,0.016801766748332392,0.02301088151488183,0.02928544936963778,0.03137271313117326,0.15185530880099693,0.16066507137214991,0.18033101995501316,0.18769622190687674,0.1987310609094968,0.39990623362972755,0.4339900163864603,0.494970785598772,0.5111886348098427,0.5224178117319038,0.7262444540740911,0.7541995230956993,0.7580438958893967,0.766719758058694,0.7967948060141761
37,0.5,0.36,0.4,0.44,0.56,0.56,0.6,0.68,0.68,0.72,0.96,0.3891011355194736,0.46865805959700274,0.438289292157487,0.468363476019824,-2.0745915955092675,-0.020078455444607703,0.0011178787101194841,0.012087443735680952,0.016801766748332395,0.04185201864310967,0.0526579224671559,0.05909790929216668,0.12585693386151295,0.1399148594423901,0.1737437763139166,0.2767500754569704,0.3932631327325902,0.443949540951935,0.494970785598772,0.5174860267375614,0.5390476006280175,0.5418824617695395,0.5844314629609526,0.7419176773444665,0.7929448165626318
38,1.0,0.08,0.12,0.24,0.36,0.44,0.56,0.56,0.6,0.68,0.68,0.39578690438289293,0.48508106060872297,0.4337790512575613,0.4742091712206071,-1.794645519348542,-0.01155426089352904,-0.008240099887978728,0.016801766748332392,0.017925671239407543,0.024717117183163672,0.03237599905340986,0.0750952441896284,0.08660537172332906,0.09972321962554759,0.1603332347245063,0.42673941830391804,0.4339900163864603,0.4614449464617179,0.47967118384030594,0.494970785598772,0.5288214898020116,0.5980037991291813,0.6126092410415673,0.6554282382876319,0.7157164574556371
39,2.0,0.16,0.28,0.48,0.6,0.68,0.68,0.72,0.96,0.96,1.0,0.33397007322508754,0.45115626437375483,0.3905338002759206,0.4470344346459496,-2.855314908568984,-0.10354446189837845,-0.06882700052039029,-0.015376865314720592,0.00965310888602094,0.015760173765065062,0.041367591461597825,0.11655014255270649,0.16653925515931775,0.17770792452429118,0.18482964499565116,0.23396350255729623,0.28998788972614153,0.33283802571837706,0.3518516831590071,0.4114290617789094,0.455796503599906,0.5670984404415791,0.6156029692777897,0.7466546036118398,0.7616592998569651
